edge_id,source_node_id,target_node_id,edge_type,edge_count,total_amount,max_rule_based_risk_score,max_anomaly_score_percentile,edge_risk_score
EDGE-00000047,CUST000750,ACC000047,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000048,CUST000283,ACC000048,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000049,CUST000662,ACC000049,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000050,CUST000590,ACC000050,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000051,CUST000636,ACC000051,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000052,CUST000844,ACC000052,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000053,CUST000356,ACC000053,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000054,CUST000190,ACC000054,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000055,CUST000929,ACC000055,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000056,CUST000922,ACC000056,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000057,CUST000182,ACC000057,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000058,CUST000010,ACC000058,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000059,CUST000254,ACC000059,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000060,CUST000856,ACC000060,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000061,CUST000824,ACC000061,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000062,CUST000499,ACC000062,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000063,CUST000913,ACC000063,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000064,CUST000703,ACC000064,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000065,CUST000676,ACC000065,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000066,CUST000713,ACC000066,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000067,CUST000655,ACC000067,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000068,CUST000180,ACC000068,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000069,CUST000968,ACC000069,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000070,CUST000352,ACC000070,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000071,CUST000356,ACC000071,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000072,CUST000698,ACC000072,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000073,CUST000499,ACC000073,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000074,CUST000290,ACC000074,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000075,CUST000361,ACC000075,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000076,CUST000291,ACC000076,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000077,CUST000278,ACC000077,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000078,CUST000298,ACC000078,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000079,CUST000653,ACC000079,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000080,CUST000612,ACC000080,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000081,CUST000787,ACC000081,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000082,CUST000088,ACC000082,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000083,CUST000802,ACC000083,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000084,CUST000321,ACC000084,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000085,CUST000478,ACC000085,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000086,CUST000432,ACC000086,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000087,CUST000383,ACC000087,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000088,CUST000866,ACC000088,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000089,CUST000896,ACC000089,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000090,CUST000666,ACC000090,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000091,CUST000340,ACC000091,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000092,CUST000735,ACC000092,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000093,CUST000140,ACC000093,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000094,CUST000737,ACC000094,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000095,CUST000118,ACC000095,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000096,CUST000210,ACC000096,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000097,CUST000949,ACC000097,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000098,CUST000560,ACC000098,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000099,CUST000443,ACC000099,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000100,CUST000175,ACC000100,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000101,CUST000297,ACC000101,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000102,CUST000401,ACC000102,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000103,CUST000152,ACC000103,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000104,CUST000311,ACC000104,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000105,CUST000364,ACC000105,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000106,CUST000367,ACC000106,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000107,CUST000538,ACC000107,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000108,CUST000577,ACC000108,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000109,CUST000675,ACC000109,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000110,CUST000675,ACC000110,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000111,CUST000133,ACC000111,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000112,CUST000850,ACC000112,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000113,CUST000109,ACC000113,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000114,CUST000940,ACC000114,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000115,CUST000774,ACC000115,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000116,CUST000039,ACC000116,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000117,CUST000031,ACC000117,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000118,CUST000588,ACC000118,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000119,CUST000231,ACC000119,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000120,CUST000025,ACC000120,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000121,CUST000915,ACC000121,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000122,CUST000349,ACC000122,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000123,CUST000213,ACC000123,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000124,CUST000573,ACC000124,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000125,CUST000895,ACC000125,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000126,CUST000511,ACC000126,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000127,CUST000964,ACC000127,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000128,CUST000894,ACC000128,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000129,CUST000874,ACC000129,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000130,CUST000560,ACC000130,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000131,CUST000034,ACC000131,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000132,CUST000561,ACC000132,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000133,CUST000825,ACC000133,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000134,CUST000613,ACC000134,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000135,CUST000741,ACC000135,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000136,CUST000442,ACC000136,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000137,CUST000027,ACC000137,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000138,CUST000699,ACC000138,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000139,CUST000387,ACC000139,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000140,CUST000449,ACC000140,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000141,CUST000448,ACC000141,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000142,CUST000423,ACC000142,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000143,CUST000016,ACC000143,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000144,CUST000450,ACC000144,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000145,CUST000251,ACC000145,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000146,CUST000673,ACC000146,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000147,CUST000753,ACC000147,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000148,CUST000965,ACC000148,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000149,CUST000327,ACC000149,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000150,CUST000723,ACC000150,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000151,CUST000862,ACC000151,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000152,CUST000743,ACC000152,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000153,CUST000783,ACC000153,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000154,CUST000603,ACC000154,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000155,CUST000625,ACC000155,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000156,CUST000230,ACC000156,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000157,CUST000313,ACC000157,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000158,CUST000345,ACC000158,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000159,CUST000350,ACC000159,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000160,CUST000771,ACC000160,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000161,CUST000295,ACC000161,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000162,CUST000582,ACC000162,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000163,CUST000244,ACC000163,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000164,CUST000556,ACC000164,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000165,CUST000276,ACC000165,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000166,CUST000583,ACC000166,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000167,CUST000451,ACC000167,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000168,CUST000570,ACC000168,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000169,CUST000565,ACC000169,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000170,CUST000283,ACC000170,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000171,CUST000893,ACC000171,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000172,CUST000701,ACC000172,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000173,CUST000234,ACC000173,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000174,CUST000866,ACC000174,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000175,CUST000112,ACC000175,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000176,CUST000334,ACC000176,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000177,CUST000897,ACC000177,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000178,CUST000919,ACC000178,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000179,CUST000378,ACC000179,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000180,CUST000217,ACC000180,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000181,CUST000963,ACC000181,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000182,CUST000391,ACC000182,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000183,CUST000589,ACC000183,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000184,CUST000900,ACC000184,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000185,CUST000452,ACC000185,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000186,CUST000337,ACC000186,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000187,CUST000767,ACC000187,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000188,CUST000371,ACC000188,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000189,CUST000620,ACC000189,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000190,CUST000129,ACC000190,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000191,CUST000142,ACC000191,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000192,CUST000419,ACC000192,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000193,CUST000792,ACC000193,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000194,CUST000429,ACC000194,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000195,CUST000891,ACC000195,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000196,CUST000888,ACC000196,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000197,CUST000714,ACC000197,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000198,CUST000920,ACC000198,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000199,CUST000757,ACC000199,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000200,CUST000855,ACC000200,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000201,CUST000785,ACC000201,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000202,CUST000008,ACC000202,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000203,CUST000181,ACC000203,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000204,CUST000350,ACC000204,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000205,CUST000951,ACC000205,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000206,CUST000834,ACC000206,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000207,CUST000589,ACC000207,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000208,CUST000295,ACC000208,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000209,CUST000621,ACC000209,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000210,CUST000566,ACC000210,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000211,CUST000983,ACC000211,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000212,CUST000843,ACC000212,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000213,CUST000534,ACC000213,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000214,CUST000866,ACC000214,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000215,CUST000141,ACC000215,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000216,CUST000763,ACC000216,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000217,CUST000283,ACC000217,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000218,CUST000914,ACC000218,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000219,CUST000572,ACC000219,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000220,CUST000252,ACC000220,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000221,CUST000482,ACC000221,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000222,CUST000651,ACC000222,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000223,CUST000503,ACC000223,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000224,CUST000270,ACC000224,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000225,CUST000544,ACC000225,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000226,CUST000685,ACC000226,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000227,CUST000493,ACC000227,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000228,CUST000254,ACC000228,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000229,CUST000356,ACC000229,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000230,CUST000704,ACC000230,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000231,CUST000802,ACC000231,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000232,CUST000422,ACC000232,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000233,CUST000275,ACC000233,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000234,CUST000227,ACC000234,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000235,CUST000626,ACC000235,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000236,CUST000389,ACC000236,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000237,CUST000051,ACC000237,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000238,CUST000406,ACC000238,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000239,CUST000221,ACC000239,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000240,CUST000774,ACC000240,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000241,CUST000290,ACC000241,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000242,CUST000127,ACC000242,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000243,CUST000898,ACC000243,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000244,CUST000781,ACC000244,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000245,CUST000098,ACC000245,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000246,CUST000804,ACC000246,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000247,CUST000208,ACC000247,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000248,CUST000440,ACC000248,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000249,CUST000930,ACC000249,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000250,CUST000404,ACC000250,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000251,CUST000999,ACC000251,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000252,CUST000112,ACC000252,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000253,CUST000213,ACC000253,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000254,CUST000632,ACC000254,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000255,CUST000506,ACC000255,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000256,CUST000706,ACC000256,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000257,CUST000774,ACC000257,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000258,CUST000330,ACC000258,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000259,CUST000944,ACC000259,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000260,CUST000166,ACC000260,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000261,CUST000040,ACC000261,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000262,CUST000896,ACC000262,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000263,CUST000738,ACC000263,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000264,CUST000381,ACC000264,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000265,CUST000823,ACC000265,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00000266,CUST000474,ACC000266,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
